project_code,identity_key,project_name,prediction_month,cutoff_target,future_target,target_change_month,shift_months,original_end_date,revised_end_date,december_2025_target,january_2026_target,february_2026_target,previous_report_target,march_2026_target,april_2026_target,next_report_target,source_file,source_page,source_section,label_value,sampled_for_source_review,source_months_verified,review_status,notes
619076,P:619076,Six Laning of Vijayawada Bypass from Chinna Avutapalli to Gollapudi in Vijayawada - Gundugolanu Section from km. 0.00 to km. 30.00 Pkg-III,2026-02,03/2024,05/2026,2026-03,26,02/2023,05/2026,,03/2024,03/2024,03/2024,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,94,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619111,P:619111,6L Jakkuva Korlam Section of NH-130CD Road from km 396.800 to km 421.100 Pkg,2026-02,07/2024,05/2026,2026-03,22,03/2024,05/2026,,07/2024,07/2024,07/2024,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,94,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619123,P:619123,6L Access Controlled Greenfield Highway from Narayanmpet Ch. 203500 to Chandrasekharpuram Ch. 228000Package-10,2026-02,06/2026,10/2026,2026-03,4,02/2026,10/2026,,06/2026,06/2026,06/2026,10/2026,12/2026,12/2026,FlashReport_March_2026.pdf,94,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619124,P:619124,6L Access Controlled Greenfield Highway from Polavaram Ch. 260000 to Marripudi Ch. 285500 of [NH-544G]Package-12,2026-02,05/2026,08/2026,2026-03,3,02/2026,08/2026,,05/2026,05/2026,05/2026,08/2026,11/2026,11/2026,FlashReport_March_2026.pdf,94,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619125,P:619125,6L Access Controlled Greenfield Highway from Somavarappadu Ch.314.600 to Muppavaram Ch.343240 of [NH-544G] Package-14,2026-02,05/2026,01/2027,2026-03,8,02/2026,01/2027,,05/2026,05/2026,05/2026,01/2027,03/2027,03/2027,FlashReport_March_2026.pdf,94,Table 6: All Ongoing Projects,1,True,2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2026-01:FlashReport_January_2026.pdf:p93=05/2026; 2026-02:FlashReport_February_2026.pdf:p105=05/2026; 2026-03:FlashReport_March_2026.pdf:p94=01/2027; 2026-04:FlashReport_April2026.pdf:p97=03/2027
618433,P:618433,Construction of Balance work of 2-Lane with PS of Joram Koloriang Road from existing Km122.600 to km138.00 [Design Km108.724 to Km123.714] in Arunachal Pradesh on EPC Mode under SARDP-NE Pkg-7,2026-02,09/2023,04/2026,2026-03,31,04/2022,04/2026,07/2023,07/2023,09/2023,09/2023,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,95,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618434,P:618434,Roing-Hunli Road Greenfield Alignment Project,2026-02,04/2025,06/2026,2026-03,14,03/2022,06/2026,04/2025,04/2025,04/2025,04/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,95,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618286,P:618286,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km across River Brahmaputra on NH-17 at Jogighopa in Assam on EPC mode,2026-02,06/2026,12/2026,2026-03,6,11/2024,12/2026,06/2026,06/2026,06/2026,06/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,96,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618289,P:618289,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,2026-02,06/2024,03/2026,2026-03,21,12/2022,03/2026,06/2024,06/2024,06/2024,06/2024,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,96,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618330,P:618330,Construction of 4/6 Laning from existing Km 159.400 of NH-36 to existing Km of NH-39 and upto end point of Assam portion [Design Km 118.050 to design Km 132.375] Total New Alignment length of 14.325 Km of Daboka -Dimapur Section Dimapur Bypass in the state of Assam under SARDP-NE 'Phase-A' on EPC mode Assam Portion,2026-02,08/2024,09/2025,2026-03,13,11/2022,09/2025,,,08/2024,08/2024,09/2025,09/2025,09/2025,FlashReport_March_2026.pdf,97,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618435,P:618435,4-Laning from Rangagara to Kaliabor Tiniali from km 297.00 to km 315.315 of NH-37 on EPC basis under SARDP-NE in state of Assam,2026-02,07/2025,05/2026,2026-03,10,04/2020,05/2026,03/2025,03/2025,07/2025,07/2025,05/2026,06/2026,06/2026,FlashReport_March_2026.pdf,97,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618436,P:618436,4-Laning of Jamugurihat to end of Biswanath Chariali By-Pass from Km 182.000 to Km 208.000 of NH-52 on EPC mode in state of Assam under SARDP-NE,2026-02,03/2025,07/2025,2026-03,4,06/2019,07/2025,03/2025,03/2025,03/2025,03/2025,07/2025,07/2025,07/2025,FlashReport_March_2026.pdf,97,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618438,P:618438,"4-Laning of NH-37 Section between Demow to End of Moran Bypass From Km. 534.800 to Km. 561.700 including Emergency Landing Facility ELF under SARDP-NE, Phase 'A' in the State of Assam on EPC mode",2026-02,01/2025,08/2025,2026-03,7,07/2024,08/2025,01/2025,01/2025,01/2025,01/2025,08/2025,08/2025,08/2025,FlashReport_March_2026.pdf,97,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618958,P:618958,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in Myanmar,2026-02,02/2024,07/2027,2026-03,41,06/2023,07/2027,,,02/2024,02/2024,07/2027,07/2027,07/2027,FlashReport_March_2026.pdf,98,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617961,P:617961,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,2026-02,07/2022,07/2026,2026-03,48,11/2019,07/2026,07/2022,07/2022,07/2022,07/2022,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,99,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617966,P:617966,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and strengthening of of Birpur and Bihpur Section from km 0.0 to Km 106 of NH 106 under phase I of National Highways Interconnectivity Improvement Projects NHIIP ICB No.,2026-02,06/2022,04/2026,2026-03,46,10/2019,04/2026,06/2022,06/2022,06/2022,06/2022,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,99,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618005,P:618005,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,2026-02,06/2021,08/2025,2026-03,50,05/2018,08/2025,06/2021,06/2021,06/2021,06/2021,08/2025,06/2026,06/2026,FlashReport_March_2026.pdf,99,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618006,P:618006,Sitamarhi-Jaynagar Section km 79.400 to km 156.500 Lot-II,2026-02,06/2021,05/2026,2026-03,59,12/2018,05/2026,06/2021,06/2021,06/2021,06/2021,05/2026,06/2026,06/2026,FlashReport_March_2026.pdf,99,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618007,P:618007,Jaynagar-Narahia Section km 156.500 to km 219.945 Lot-III,2026-02,03/2021,08/2025,2026-03,53,11/2018,08/2025,03/2021,03/2021,03/2021,03/2021,08/2025,06/2026,06/2026,FlashReport_March_2026.pdf,99,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618228,P:618228,construction of a new 4 lane Parallel to existing MG Setu with its approaces from km 0.00 to km 14.500 across river Ganga on NH-19 at Patna in the state of Bihar.,2026-02,01/2025,06/2027,2026-03,29,09/2024,06/2027,01/2025,01/2025,01/2025,01/2025,06/2027,06/2027,06/2027,FlashReport_March_2026.pdf,99,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p82=01/2025; 2026-01:FlashReport_January_2026.pdf:p97=01/2025; 2026-02:FlashReport_February_2026.pdf:p110=01/2025; 2026-03:FlashReport_March_2026.pdf:p99=06/2027; 2026-04:FlashReport_April2026.pdf:p102=06/2027
618234,P:618234,Construction of a new 4-lane major bridge across river Kosi at Phulaut including Rehabilitation and upgradation of existing Birpur and Bihpur section of NH-106 from km 106.000 to km 136.000 to 2-lane with paved shoulders in the State of Bihar on,2026-02,03/2026,02/2027,2026-03,11,06/2024,02/2027,03/2026,03/2026,03/2026,03/2026,02/2027,02/2027,02/2027,FlashReport_March_2026.pdf,99,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618251,P:618251,"Improvement and Up gradation to four lane with Paved shoulder configuration from Existing Km 0000 to Km 39500 design km 0500 to Km 40342, Design length km of NH 227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid",2026-02,11/2025,03/2028,2026-03,28,03/2028,03/2028,,11/2025,11/2025,11/2025,03/2028,03/2028,03/2028,FlashReport_March_2026.pdf,100,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618739,P:618739,4L Greenfield Alignment of Amas to Shivrampur from 0.000 Km. to 55.002 Km. of NH 119 D Pkg-I,2026-02,12/2025,06/2027,2026-03,18,03/2025,06/2027,12/2025,12/2025,12/2025,12/2025,06/2027,09/2026,09/2026,FlashReport_March_2026.pdf,100,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618740,P:618740,4L Greenfield Alignment of Shivrampur to Ramnagar from Km. 55.002 to Km. 109.300 of NH 119 D Pkg-II,2026-02,12/2025,06/2027,2026-03,18,07/2025,06/2027,12/2025,12/2025,12/2025,12/2025,06/2027,06/2027,06/2027,FlashReport_March_2026.pdf,100,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618741,P:618741,4L Greenfield Alignment from Kalyanapur to Tal Dashraha of NH-119D Pkg-III,2026-02,12/2025,06/2027,2026-03,18,02/2025,06/2027,02/2025,02/2025,12/2025,12/2025,06/2027,06/2027,06/2027,FlashReport_March_2026.pdf,100,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618839,P:618839,Aunta - Simaria including Ganga Bridge,2026-02,05/2025,04/2026,2026-03,11,02/2022,04/2026,05/2025,05/2025,05/2025,05/2025,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,101,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618840,P:618840,Simaria Km. 206.050 to Khagaria Km.,2026-02,03/2025,07/2026,2026-03,16,04/2019,07/2026,03/2025,03/2025,03/2025,03/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,101,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618841,P:618841,4L Elevated Section and at-grade improvements at Begusarai town Simaria - Khagaria section from Km. 221.047 to Km. 225.302 of NH-31,2026-02,12/2025,06/2026,2026-03,6,12/2024,06/2026,12/2025,12/2025,12/2025,12/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,101,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618862,P:618862,Bakhtiyarpur-Rajauli Pkg-III from km. 101.630 to km.152.520,2026-02,04/2025,04/2026,2026-03,12,06/2024,04/2026,,,04/2025,04/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,101,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618902,P:618902,Maheshkunt-Saharsa-Purnea Pkg I km 0.00 to km. 90.00 of NH-107,2026-02,08/2025,07/2026,2026-03,11,12/2021,07/2026,08/2025,08/2025,08/2025,08/2025,07/2026,09/2026,09/2026,FlashReport_March_2026.pdf,101,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618903,P:618903,Maheshkunt -Saharsa-Purnea Pkg II,2026-02,03/2026,06/2026,2026-03,3,12/2020,06/2026,11/2025,11/2025,03/2026,03/2026,06/2026,09/2026,09/2026,FlashReport_March_2026.pdf,101,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617919,P:617919,Construction of 4 Nos Grade separtor between km. 281.000 to km. 307.600 km. 286.400 kumhari km. 299.000 Transport Nagar km. 302.000 Power House km. 304.000 Chandra Moura Chowk to km. 305.000 supeia of NH-53 old NH-06 Raipur - Durg 4 Lane on EPC mode in the state of chhattisgarh job NO. NH-53old NH-06 CG- 2017-18-56,2026-02,01/2021,08/2025,2026-03,55,01/2021,08/2025,,,01/2021,01/2021,08/2025,08/2025,08/2025,FlashReport_March_2026.pdf,102,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619152,P:619152,Bakhtiyarpur Km 153.300 to Mokama Km,2026-02,02/2021,04/2026,2026-03,62,12/2019,04/2026,,02/2021,02/2021,02/2021,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,102,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617942,P:617942,Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 including approaches on NH-66,2026-02,02/2026,10/2026,2026-03,8,04/2026,10/2026,02/2026,02/2026,02/2026,02/2026,10/2026,10/2026,10/2026,FlashReport_March_2026.pdf,103,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618509,P:618509,& Diu (619183) (-) Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Road from km. 0.70 to km.15.00,2026-02,02/2025,04/2026,2026-03,14,10/2023,04/2026,02/2025,02/2025,02/2025,02/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,103,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p83=02/2025; 2026-01:FlashReport_January_2026.pdf:p99=02/2025; 2026-02:FlashReport_February_2026.pdf:p114=02/2025; 2026-03:FlashReport_March_2026.pdf:p103=04/2026; 2026-04:FlashReport_April2026.pdf:p107=05/2026
618674,P:618674,Development of 6L Sargi Basanwahi Section from km 42.800 to km 99.500 of NH- 130CD Pkg-CG-2,2026-02,09/2025,04/2026,2026-03,7,01/2025,04/2026,09/2025,09/2025,09/2025,09/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,103,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618675,P:618675,Development of 6L of Basanwahi Marangpuri Section from km 99.500 to km of NH-130-CD,2026-02,07/2026,12/2026,2026-03,5,10/2025,12/2026,07/2026,07/2026,07/2026,07/2026,12/2026,03/2027,03/2027,FlashReport_March_2026.pdf,103,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618849,P:618849,Conversion of Partially Excavated Escape Tunnel to Uni-Directional 2L Tunnelincluding construction of cross passages and approach roads on either side of the tunnel from Km 12.732 to Km 14.568 of Kiratpur to Nerchowk Section of NH-21,2026-02,08/2025,04/2026,2026-03,8,03/2024,04/2026,08/2025,08/2025,08/2025,08/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,103,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619090,P:619090,8L of Dwarka Expressway Pkg-II RuB near Dwarka Sector 21-DL/HR Border from 5.300 Km.to 9.500 Km. of NH-248BB,2026-02,07/2025,04/2026,2026-03,9,10/2021,04/2026,,07/2025,07/2025,07/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,103,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619167,P:619167,4 Laning with PS of Pathrapalli-Katghora km 53.3 to km 92.6 Pkg-II of Bilaspur Kathghora,2026-02,07/2023,06/2026,2026-03,35,12/2022,06/2026,,07/2023,07/2023,07/2023,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,103,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619202,P:619202,Dwarka Expressway from Km -0.600 to Km 5.300 - Pkg-I Shivmurti Chowk-RuB near Dwarka Sector,2026-02,02/2024,04/2026,2026-03,26,09/2022,04/2026,,,02/2024,02/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,103,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617926,P:617926,Construction of new 4 lane major bridge with approaches on Sabarmati River near Dharoi at Km. 82/00 to 86/00 Design length 3.300 km on NH-58 in the State of Gujarat on Hybrid Annuity Mode HAM,2026-02,11/2025,08/2027,2026-03,21,08/2027,08/2027,,11/2025,11/2025,11/2025,08/2027,08/2027,08/2027,FlashReport_March_2026.pdf,104,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618460,P:618460,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-28 Ch.756052 to Ch.781282,2026-02,05/2025,04/2026,2026-03,11,11/2023,04/2026,05/2025,05/2025,05/2025,05/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,104,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618463,P:618463,Vadodara Mumbai Expressway Kim to Ankleshwar Phase IA - Pkg V,2026-02,04/2025,06/2026,2026-03,14,10/2021,06/2026,04/2025,04/2025,04/2025,04/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,104,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618464,P:618464,Vadodara Mumbai Expressway Ena -Kim Phase IB - Pkg VI [Km 217.500 to Km 254.430],2026-02,11/2024,04/2026,2026-03,17,12/2023,04/2026,,,11/2024,11/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,104,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618465,P:618465,Vadodara Mumbai Expressway Gandeva to Ena Phase IB - Pkg VII [Km 190.00 to Km 217.500],2026-02,03/2025,04/2026,2026-03,13,11/2023,04/2026,03/2025,03/2025,03/2025,03/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,104,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618501,P:618501,Ahmedabad - Dholera Pkg I from km. 0.00 to km. 22.00 [Sardar Patel Ring Road - Sindhrej Village],2026-02,10/2024,04/2026,2026-03,18,01/2024,04/2026,10/2024,10/2024,10/2024,10/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,105,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618503,P:618503,Ahmedabad - Dholera Pkg III from km. 48.52 to km. 71.06 [Vejallka Village - Start of DSIR zone],2026-02,05/2024,04/2026,2026-03,23,07/2023,04/2026,05/2024,05/2024,05/2024,05/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,105,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618504,P:618504,Ahmedabad - Dholera Pkg IV from km. 71.06 to km. 109.019 [Start of DSIR zone - Adhelai Village],2026-02,10/2024,04/2026,2026-03,18,12/2023,04/2026,10/2024,10/2024,10/2024,10/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,105,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618614,P:618614,Sanchore - Santalpur from km 67.000 - km 99.000 of NH-754K AJ-RGBS-Package-3,2026-02,01/2024,04/2026,2026-03,27,08/2023,04/2026,01/2024,01/2024,01/2024,01/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,105,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618615,P:618615,Sanchore - Santalpur from km 99.000 - km 130.073 of NH-754K AJ-RGBS-Package-4,2026-02,12/2024,04/2026,2026-03,16,03/2023,04/2026,12/2024,12/2024,12/2024,12/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,105,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p84=12/2024; 2026-01:FlashReport_January_2026.pdf:p100=12/2024; 2026-02:FlashReport_February_2026.pdf:p116=12/2024; 2026-03:FlashReport_March_2026.pdf:p105=04/2026; 2026-04:FlashReport_April2026.pdf:p108=05/2026
618833,P:618833,Kodinar - Veraval Package VI from km. 221.610 to km. 263.00 of NH-8E & km. 120.900 to km. 121.150 of NH-8D,2026-02,10/2024,04/2026,2026-03,18,07/2020,04/2026,10/2024,10/2024,10/2024,10/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,105,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619067,P:619067,6L of Chiloda-Naroda section from Km. 540.595 to Km. 555.595 of NH-8Package-VII,2026-02,07/2021,05/2026,2026-03,58,05/2019,05/2026,,07/2021,07/2021,07/2021,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,105,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619137,P:619137,4L of Dwarka-Khambaliya-Devariya section from km 203.500 to km 176.500 and from km 171.800 to km 125.000 of NH-151A,2026-02,06/2023,04/2026,2026-03,34,08/2022,04/2026,,06/2023,06/2023,06/2023,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,105,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618482,P:618482,Delhi-Amritsar-Katra Expressway Phase-I Pkg-I from Jussur Kheri on NH-KMP Expressway to Junction with Rohtak-Panipat road NH-709 near Rukhi Paani village Km 0000 to Km 34000,2026-02,02/2025,04/2026,2026-03,14,12/2023,04/2026,,,02/2025,02/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,106,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618483,P:618483,Delhi-Amritsar-Katra Expressway Phase-I Pkg-II from Junction with Rohtak-Panipat road NH-709 near Rukhi Paani village to Junction with Jind-Panipat road NH-352A near Gangana village Km 34000 to Km 60800,2026-02,10/2024,04/2026,2026-03,18,01/2024,04/2026,,,10/2024,10/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,106,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618936,P:618936,Jagadhari - Tajewala from Km -0.175 to 32.337 km of NH-344,2026-02,03/2026,11/2026,2026-03,8,02/2025,11/2026,03/2026,03/2026,03/2026,03/2026,11/2026,05/2027,05/2027,FlashReport_March_2026.pdf,106,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619132,P:619132,4/6L of Gurgaon - Pataudi - Rewari from km. 0.00 to km.43.87 of NH-352W,2026-02,12/2025,06/2026,2026-03,6,11/2023,06/2026,,12/2025,12/2025,12/2025,06/2026,08/2026,08/2026,FlashReport_March_2026.pdf,106,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619197,P:619197,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-27 Ch.729.700 to Ch.756.052,2026-02,12/2024,04/2026,2026-03,16,02/2024,04/2026,,,12/2024,12/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,106,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618850,P:618850,Nerchowk km 190.000 to Pandoh including Pandoh bypass km221.305,2026-02,07/2025,04/2026,2026-03,9,07/2020,04/2026,07/2025,07/2025,07/2025,07/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,107,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619003,P:619003,Solan - Kaithlighat Section of NH-22 Now NH-5 from Km. 106.139 to Km.129.05,2026-02,02/2024,11/2026,2026-03,33,05/2021,11/2026,,02/2024,02/2024,02/2024,11/2026,11/2026,11/2026,FlashReport_March_2026.pdf,108,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619153,P:619153,4L of HP/Punjab Border - Mo from km. 11.00 to km. 42.00 of Old NH-20 New NH-154 Package-IA,2026-02,12/2025,06/2026,2026-03,6,05/2024,06/2026,,12/2025,12/2025,12/2025,06/2026,09/2026,09/2026,FlashReport_March_2026.pdf,108,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618394,P:618394,Up-gradation to 2-lane with Paved Shoulder from Km 12.850 to Km20.300 of 7.450Km length on Goha-Khellani section and a link road to Goha village of 2.016 km on NH- 244 in UT of Jammu and Kashmir on EPC Mode Pkg-1 Jammu and (NHIDCL) Kashmir,2026-02,06/2025,10/2026,2026-03,16,04/2022,10/2026,06/2025,,06/2025,06/2025,10/2026,10/2026,10/2026,FlashReport_March_2026.pdf,109,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618395,P:618395,"Construction & Upgradation to 2-lane with paved shoulder from Design Ch. Km at Premnagar km 66315 to Km 66535 New Thatri at Start of Km 83rd, Tunnel Km 82665 of 14.835 Km design length on Chenani-Sudhmahadev-Goha Khellani- Kishtwar-Vailoo Donipawa-Ashajipora section of NH-244 in the UT of J&K on EPC Jammu and Mode under NHO-Gen Pkg - 2 Kashmir",2026-02,07/2025,10/2026,2026-03,15,02/2023,10/2026,,,07/2025,07/2025,10/2026,10/2026,10/2026,FlashReport_March_2026.pdf,109,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618398,P:618398,Up-gradation to 2-lane with Paved Shoulder from Km 20.300 to Km 29.030 of Km length on Goha-Khellani section on NH-244 in UT of Jammu and Kashmir on EPC Mode Package II Jammu and (NHIDCL) Kashmir,2026-02,06/2025,03/2026,2026-03,9,04/2022,03/2026,,,06/2025,06/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,109,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
